y	MEN	URBAN	PRIVATE	AGE	SENIORITY
0	1	0	1	40	7
1	1	1	1	31	7
1	0	1	1	47	7
0	1	0	1	41	7
1	1	1	1	40	7
0	1	0	1	43	7
0	1	0	1	45	7
0	0	0	1	50	7
1	0	0	1	43	7
1	0	1	1	29	2
0	0	1	0	36	7
1	0	0	1	38	7
0	1	1	1	42	9
0	0	0	1	40	7
0	1	1	1	55	7
0	1	0	1	44	7
0	1	1	1	61	7
0	1	0	1	52	7
1	0	1	1	58	7
0	1	1	1	58	7
0	1	0	1	50	7
0	1	0	1	58	7
0	1	0	1	45	15
0	1	0	1	36	10
0	1	1	1	71	9
0	1	1	1	66	7
0	1	1	1	56	12
0	1	0	1	51	7
1	1	1	1	44	7
0	1	1	1	53	7
0	1	0	0	34	7
0	1	1	1	44	7
0	1	0	1	47	7
0	1	1	0	28	7
0	0	0	1	26	7
0	1	0	1	54	7
0	1	1	1	37	7
0	1	0	1	49	7
0	1	0	1	32	7
0	1	0	1	29	7
0	1	0	1	41	7
0	1	0	1	27	7
0	0	1	1	49	7
0	1	0	1	68	7
0	0	0	1	46	7
0	1	0	1	45	7
0	1	1	1	68	7
0	1	0	1	79	20
1	0	1	1	40	7
0	0	0	1	68	7
1	0	1	1	44	7
0	0	0	1	34	7
0	0	0	1	49	7
0	1	0	1	62	7
0	1	0	1	34	7
0	1	0	1	41	7
1	1	1	1	31	7
0	1	0	1	33	7
0	1	0	1	50	7
0	1	0	1	53	7
0	1	1	1	51	7
0	1	0	1	71	7
0	1	0	1	54	7
1	0	0	1	31	7
0	0	1	1	31	7
0	1	1	1	36	7
1	0	1	1	47	7
0	1	0	1	49	7
1	0	1	1	53	15
0	1	1	1	54	11
1	0	0	1	45	9
0	1	1	1	48	9
0	0	1	1	36	7
0	1	0	1	32	7
1	1	1	1	43	7
1	1	0	1	68	7
0	1	0	1	54	7
0	1	0	1	56	7
0	0	1	1	43	7
1	1	0	1	30	7
0	1	0	1	41	7
0	0	0	1	28	7
1	0	0	1	32	7
0	0	0	1	58	7
0	1	0	1	51	7
1	1	0	1	36	7
0	0	1	1	60	7
1	1	1	1	48	7
0	1	0	1	35	7
1	0	1	1	45	7
1	1	1	1	61	7
0	1	0	1	41	7
0	1	0	1	76	7
0	0	0	1	48	7
1	0	0	1	28	7
0	0	0	1	56	7
1	1	1	1	48	7
0	1	0	1	51	7
0	1	0	1	62	7
0	0	0	1	52	7
1	0	0	1	33	7
1	0	1	1	48	7
0	1	1	1	57	7
1	1	1	1	39	7
0	0	1	1	45	27
0	0	1	1	44	14
1	1	1	1	45	7
1	0	1	1	64	7
0	1	0	1	46	7
1	1	0	1	23	7
0	0	0	1	48	7
0	1	1	1	39	7
1	0	1	1	54	7
0	1	0	1	36	7
0	1	1	1	74	22
0	0	1	1	37	7
1	1	1	1	21	7
1	1	1	1	43	7
0	1	1	1	54	7
0	1	0	1	60	7
0	1	0	1	41	2
1	0	0	1	27	7
0	1	1	1	38	7
1	0	0	1	23	7
0	0	0	1	33	7
0	1	0	1	47	7
0	0	0	1	38	20
1	0	0	1	73	17
0	0	0	1	58	10
0	1	0	1	55	7
0	1	0	1	53	7
1	1	1	1	31	7
0	1	1	1	49	7
0	0	0	1	51	16
0	0	0	1	45	7
0	1	0	1	52	7
0	0	1	1	44	7
0	1	0	1	56	7
0	1	0	1	48	7
1	1	0	1	27	7
0	1	0	1	33	7
0	0	0	1	55	7
1	1	1	1	37	7
0	1	0	1	60	7
0	0	0	1	37	15
1	0	0	1	41	7
0	0	1	1	33	2
0	1	0	1	45	7
0	0	0	1	47	7
1	0	0	1	30	7
0	1	1	1	31	7
1	1	1	1	35	7
0	1	0	1	50	7
0	1	1	1	40	7
1	0	0	1	46	7
1	0	1	1	28	7
0	1	1	1	31	7
1	1	0	1	52	7
0	1	0	1	70	7
0	1	0	1	43	7
0	1	0	1	68	7
0	1	1	1	68	7
0	1	0	1	31	13
0	1	0	1	44	13
1	0	0	1	39	7
0	1	0	1	61	7
0	1	0	1	62	7
1	0	0	1	33	7
0	1	0	1	67	7
0	1	0	1	43	7
0	1	1	1	52	7
0	1	0	1	53	7
1	0	1	1	56	7
0	1	0	1	66	7
0	0	1	1	33	7
0	0	0	1	39	7
0	1	0	1	40	7
0	1	0	1	65	7
1	1	0	1	27	7
1	0	0	1	30	22
1	0	0	1	40	17
1	1	0	1	31	15
0	1	0	1	50	13
1	1	1	1	34	15
0	1	0	1	40	7
0	1	0	1	58	7
1	0	1	1	39	7
0	1	0	1	44	7
0	1	0	1	51	7
0	1	0	1	33	7
0	1	0	1	33	7
0	1	1	1	44	7
0	1	0	1	35	7
0	1	0	1	41	7
0	1	0	1	65	7
0	0	0	1	46	13
0	1	0	1	45	7
0	0	0	1	48	7
0	1	0	1	61	7
0	0	1	1	38	7
0	1	0	1	34	7
0	1	0	1	57	7
0	1	1	1	37	7
0	1	0	1	42	7
0	0	0	1	46	7
1	0	1	1	30	7
0	1	0	1	67	7
0	1	0	1	62	7
0	1	0	1	41	7
0	0	0	1	33	7
0	0	0	1	38	7
0	1	1	1	51	7
0	1	0	1	62	7
0	1	0	1	47	7
0	0	0	1	45	7
1	1	0	1	50	7
0	1	0	1	42	7
0	1	0	1	52	7
0	1	1	1	33	7
0	0	0	1	48	7
0	1	1	1	76	7
1	0	0	1	36	7
1	1	1	1	31	7
0	1	0	1	55	7
0	1	0	1	47	8
0	1	0	1	65	7
1	0	1	1	27	7
0	0	0	1	35	7
0	1	0	1	59	7
0	1	0	1	30	7
0	1	0	1	38	7
1	1	1	1	57	26
0	1	0	1	45	16
1	1	1	1	38	16
0	1	1	1	45	14
1	0	0	1	50	12
0	1	1	1	54	11
0	1	1	1	71	11
0	1	0	1	49	11
1	1	1	1	54	11
1	0	1	1	44	11
0	1	0	1	48	10
1	1	1	1	46	9
0	1	1	0	45	9
0	0	0	1	37	9
0	1	0	1	31	9
0	1	0	1	42	9
0	1	0	1	44	7
0	1	0	1	36	7
0	1	0	1	53	7
1	0	1	0	35	7
1	1	0	1	40	11
0	1	0	1	59	7
0	1	0	1	37	7
0	1	0	1	42	7
0	1	0	1	52	6
0	1	1	1	38	6
1	1	1	1	46	6
1	0	1	1	42	6
0	0	0	1	46	6
0	1	0	1	47	6
0	1	0	1	36	6
0	1	0	1	37	6
0	1	0	1	66	6
0	1	0	1	64	6
0	1	0	1	41	6
1	1	1	1	30	8
0	1	0	1	46	6
1	0	1	1	54	6
0	1	0	1	71	14
0	1	0	1	29	6
1	0	0	1	49	6
1	1	1	1	58	6
0	1	0	1	30	6
0	1	0	1	36	8
1	0	1	1	49	6
0	1	0	1	47	6
0	1	0	1	38	6
0	1	0	1	36	6
0	1	0	1	56	6
0	1	0	1	45	6
0	1	0	1	37	19
1	0	1	1	63	18
1	1	1	1	30	17
0	1	1	1	31	15
0	1	0	1	36	14
0	1	0	1	72	12
0	1	1	1	65	9
0	0	0	1	32	7
0	1	1	1	59	6
0	1	0	1	31	6
0	1	1	1	61	6
0	1	0	1	56	6
1	0	0	1	28	6
0	1	0	1	31	6
1	1	1	1	26	6
0	1	0	1	47	6
1	0	0	1	37	6
0	1	0	1	66	6
0	1	0	1	50	6
0	1	1	1	26	7
1	0	1	1	27	6
0	0	0	1	53	6
0	1	1	1	59	6
0	1	0	1	60	6
1	1	1	1	26	6
1	1	1	1	36	9
1	1	0	1	29	8
0	0	1	1	44	6
1	0	0	1	37	6
0	1	0	1	52	6
0	0	0	1	60	6
0	1	1	1	55	6
1	0	0	1	36	6
0	0	0	1	36	6
1	1	1	1	58	6
0	0	0	1	31	6
1	0	0	1	30	6
0	1	1	1	39	6
1	0	0	1	33	11
1	0	1	1	24	7
0	1	0	1	46	6
0	1	0	1	68	6
0	1	0	1	31	13
0	1	0	1	49	6
1	1	1	1	40	6
0	1	0	0	73	6
0	0	0	1	57	6
0	1	0	1	42	6
0	1	0	1	58	6
0	0	1	1	48	6
0	0	0	1	43	6
0	0	1	1	61	6
0	1	0	1	35	6
0	0	0	1	52	6
0	1	0	1	39	6
0	1	0	1	45	6
1	0	0	1	48	17
0	0	1	1	34	15
0	0	0	1	43	6
0	0	0	1	51	6
1	0	1	1	48	6
0	1	0	1	73	6
0	1	1	1	48	6
1	1	1	1	48	6
0	0	0	1	21	6
0	1	0	1	32	6
0	1	0	1	49	6
0	1	1	1	48	6
0	1	0	1	34	6
0	1	0	1	30	6
1	1	0	1	20	6
0	1	0	1	50	6
0	1	0	1	71	6
1	0	1	1	40	6
0	1	0	1	54	6
1	0	1	1	55	6
0	0	0	1	48	6
0	1	0	1	50	6
0	1	0	1	58	6
0	1	0	1	49	6
1	0	0	1	32	6
1	0	1	1	46	6
1	0	1	1	31	6
0	1	0	1	29	6
0	0	0	1	58	6
0	1	0	1	72	6
1	0	0	1	31	6
0	0	0	1	38	6
1	1	0	1	45	21
1	0	0	1	29	10
0	0	1	1	53	10
0	0	0	1	47	7
1	0	1	1	33	6
0	1	0	1	38	6
0	1	0	1	57	6
0	1	1	1	31	6
0	1	0	1	57	6
0	1	0	1	49	6
1	0	1	1	33	6
0	1	1	1	52	6
0	1	0	1	71	6
0	1	1	1	61	6
1	1	1	1	29	6
0	1	1	1	43	6
0	1	1	1	54	6
0	1	1	1	58	6
0	1	1	1	56	6
1	0	1	1	26	6
1	1	1	1	36	6
0	1	1	1	24	6
1	1	0	1	60	6
0	1	0	1	40	6
0	1	0	1	36	6
0	1	1	1	40	6
1	1	1	1	40	6
0	1	0	1	47	6
1	0	1	1	37	6
0	1	0	1	63	6
0	0	0	1	40	6
1	1	1	1	54	6
0	1	0	1	35	6
0	1	0	1	58	6
1	1	0	1	26	12
1	0	1	1	48	6
0	1	1	1	30	6
0	0	0	1	45	6
0	0	0	1	56	6
0	1	1	1	34	6
0	1	0	1	35	6
0	0	0	1	44	6
0	0	1	1	32	6
1	1	0	1	25	6
1	0	1	1	35	6
1	1	1	1	36	6
0	1	1	1	83	6
0	0	0	1	61	6
1	0	0	1	28	6
1	1	0	1	36	6
1	0	1	1	29	6
1	0	0	1	36	6
0	1	0	1	33	6
0	1	0	1	83	19
1	1	0	1	36	17
0	1	1	1	74	15
0	1	1	1	34	12
1	1	1	1	45	6
0	1	1	1	37	6
0	1	0	1	54	6
0	1	1	1	80	6
0	1	0	1	42	6
0	0	0	1	45	6
1	1	1	1	35	6
1	0	0	1	29	6
0	1	0	1	39	6
1	0	1	1	30	6
1	1	0	1	42	6
0	1	0	1	58	6
0	1	0	1	52	6
0	1	1	1	33	6
1	0	1	1	65	6
0	0	1	1	37	9
0	1	0	1	35	6
0	0	0	1	60	6
0	1	0	1	46	6
0	0	0	1	29	6
1	0	1	1	52	6
0	1	0	1	47	6
1	1	1	1	42	6
1	1	0	1	57	6
0	1	1	1	59	6
1	0	1	1	39	6
0	0	1	1	45	6
0	1	0	1	32	6
0	0	0	1	38	6
0	1	0	1	42	6
0	1	0	1	31	6
0	0	0	1	56	6
0	0	0	1	67	6
0	0	1	1	29	6
1	1	0	1	26	6
0	1	1	1	37	6
0	1	1	1	53	6
0	1	0	1	71	6
0	0	0	1	59	12
0	1	0	1	41	6
0	1	0	1	66	6
0	1	1	1	46	6
0	1	0	1	47	6
1	0	0	1	26	6
1	1	1	1	29	6
1	0	0	1	28	6
0	0	0	1	60	6
0	1	0	1	50	6
0	1	0	1	61	6
0	1	0	1	69	6
0	1	0	1	40	6
0	0	0	1	52	6
0	1	0	1	27	6
0	1	0	1	51	6
0	1	1	1	46	6
1	0	0	1	18	6
1	0	1	1	34	6
0	0	0	1	44	8
0	1	0	1	40	6
0	1	0	1	45	6
0	1	0	1	56	6
0	1	0	1	34	6
0	0	0	1	37	6
0	1	0	1	33	6
1	1	1	1	38	6
0	1	0	1	36	6
1	1	0	1	54	16
1	1	0	1	31	14
1	1	0	1	31	7
1	0	0	1	26	6
1	1	0	1	61	6
0	1	0	1	29	5
1	1	0	1	42	5
1	1	1	1	28	5
0	1	0	1	34	5
0	1	1	1	36	5
0	1	0	1	58	5
0	1	0	1	69	5
1	0	0	1	31	5
0	1	1	1	55	5
1	1	1	1	35	5
0	1	0	1	42	5
0	1	0	1	55	5
1	0	1	1	29	5
1	1	1	1	29	5
1	1	1	1	64	15
1	1	1	1	40	5
0	1	0	1	28	5
0	1	0	1	27	5
0	1	0	1	36	14
0	1	0	1	31	5
0	0	0	1	58	5
1	0	1	1	39	5
0	1	0	1	56	5
1	0	0	1	27	5
0	1	0	1	51	5
0	1	0	1	57	5
1	0	1	1	37	5
0	0	0	1	44	5
0	0	0	1	52	5
0	0	0	1	38	5
0	1	0	1	47	15
1	1	0	1	27	5
1	0	0	1	25	5
0	0	1	1	28	5
0	1	0	1	28	5
1	0	1	1	38	13
0	1	1	1	61	13
0	1	1	1	50	9
0	1	0	1	41	9
0	1	1	1	48	5
1	0	1	1	36	5
0	0	0	1	60	5
1	0	0	1	37	5
0	1	0	1	63	5
0	1	0	1	55	5
0	1	0	1	43	5
0	1	1	1	40	5
1	1	1	1	40	5
0	1	1	1	49	5
0	1	0	1	39	5
1	0	1	1	56	5
1	1	1	1	43	16
1	1	0	1	29	16
0	0	0	1	33	14
1	0	0	1	36	5
0	1	0	1	38	5
1	0	1	1	26	5
1	1	1	1	31	5
1	0	1	1	31	5
0	1	0	1	30	5
0	0	0	1	40	5
1	0	1	1	38	5
0	1	1	1	47	5
1	1	1	1	40	5
1	0	0	1	29	5
0	1	1	1	59	5
0	1	0	1	27	5
0	0	0	1	37	5
0	1	1	1	44	5
1	0	0	1	27	5
1	0	0	1	31	5
0	0	0	1	30	5
0	1	1	1	58	5
1	1	0	1	30	21
0	1	0	1	30	6
0	0	0	1	40	6
0	0	0	1	26	5
0	1	1	1	42	5
0	1	1	1	54	5
1	1	0	1	30	5
0	0	1	1	36	5
0	1	1	1	72	5
0	1	0	1	82	5
1	0	0	1	28	5
1	1	1	1	42	5
0	0	0	1	68	5
0	1	0	1	33	5
1	1	0	1	40	5
0	1	0	1	61	5
0	1	0	1	69	5
1	1	0	1	57	23
1	0	1	1	51	15
1	1	1	1	40	6
0	1	0	1	37	6
0	1	1	1	60	5
0	0	0	1	63	5
1	0	0	1	44	5
1	1	1	1	28	5
0	1	1	1	39	5
1	1	0	1	23	5
0	1	1	1	61	5
0	1	0	1	45	5
0	1	0	1	37	5
0	1	0	1	39	7
1	0	1	1	25	5
0	1	1	1	23	5
0	1	0	1	58	5
1	1	1	1	35	5
1	0	1	1	43	5
1	0	1	1	26	5
1	0	0	1	28	5
0	1	0	1	46	5
0	1	1	1	58	5
0	1	0	1	80	28
0	1	1	1	65	9
0	1	1	1	33	9
1	0	0	1	38	15
1	0	1	1	43	5
0	1	0	1	58	5
0	1	0	1	63	5
0	1	0	1	31	5
1	1	1	1	25	5
0	0	1	1	53	5
1	1	0	1	53	5
0	1	0	1	40	5
0	1	0	1	31	5
1	0	1	1	42	5
0	1	1	1	26	5
1	1	1	1	28	5
1	0	1	1	28	5
0	1	1	1	70	5
0	1	0	1	42	5
0	1	0	1	61	5
1	1	1	1	39	5
1	1	0	1	56	5
0	1	1	1	51	5
0	1	1	1	50	5
1	1	0	1	68	5
1	1	1	1	27	5
0	1	0	1	68	5
0	1	1	1	29	5
0	1	0	1	38	5
0	0	0	1	45	30
0	1	0	1	39	14
0	0	0	1	46	14
0	0	0	1	51	5
1	1	1	1	26	5
0	1	0	1	61	5
1	0	1	1	44	5
1	1	1	1	41	5
0	1	0	1	41	5
0	1	0	1	48	5
0	1	0	1	35	5
0	1	1	1	54	5
0	1	0	1	28	5
1	1	0	1	37	21
0	0	0	1	40	8
0	0	0	1	38	6
0	1	1	1	34	6
0	1	1	1	47	5
0	1	0	1	35	5
1	1	1	1	36	10
0	1	0	1	68	5
0	1	0	1	55	5
1	0	1	1	55	5
0	1	0	1	32	5
0	1	0	1	31	5
1	1	0	1	21	5
1	1	0	1	23	5
0	0	0	1	56	5
0	0	1	1	46	5
0	1	0	1	75	20
1	1	0	1	44	20
0	1	0	1	58	5
0	0	0	1	57	7
1	0	0	1	36	5
0	0	0	1	46	5
0	1	0	1	45	5
0	1	0	1	35	5
1	1	0	1	29	5
0	0	1	1	27	5
1	0	1	1	56	5
1	1	1	1	43	5
0	1	1	1	60	5
0	1	0	1	44	5
1	0	0	1	25	5
0	1	0	1	37	5
0	0	0	1	46	5
0	1	1	1	55	5
0	1	1	1	28	5
0	0	1	1	45	5
0	1	1	1	54	5
0	1	0	1	43	5
1	0	1	1	28	5
0	1	0	1	53	5
0	0	0	1	27	5
1	1	1	1	37	5
0	1	0	1	69	5
0	0	0	1	34	5
0	1	1	1	46	5
0	1	1	1	40	6
1	0	1	1	73	5
1	0	1	1	53	5
0	0	1	1	50	5
0	1	0	1	56	5
0	1	0	1	50	5
1	0	1	1	57	5
0	0	1	1	30	5
0	0	1	1	58	5
0	1	1	1	46	5
0	1	0	1	70	5
0	1	0	1	33	5
0	1	0	1	27	5
1	1	1	1	27	5
1	0	0	1	43	5
0	0	0	1	46	5
1	0	1	1	47	5
0	1	0	1	60	5
0	1	0	1	65	5
0	1	0	1	34	5
1	0	0	1	29	5
0	1	1	1	26	5
0	1	0	1	28	5
0	1	0	1	23	5
1	1	1	1	48	5
0	1	0	1	41	5
0	1	0	1	27	5
0	1	0	1	49	5
0	1	0	1	54	5
0	0	0	1	41	5
1	1	1	1	24	5
0	0	0	1	28	5
0	1	0	1	30	6
0	1	0	1	30	5
1	0	0	1	25	5
1	0	0	1	43	5
0	0	0	1	27	4
0	0	0	1	33	4
1	0	0	1	29	4
1	0	0	1	28	4
0	0	0	1	45	4
0	0	0	1	41	4
0	1	0	1	54	4
0	1	0	1	27	4
0	0	0	1	32	4
0	0	0	1	34	4
1	0	0	1	49	4
0	1	0	1	30	4
0	1	0	1	47	4
1	0	1	1	60	4
0	1	0	1	29	4
0	0	0	1	41	27
1	1	1	1	61	23
1	0	0	1	35	22
0	0	0	1	38	12
0	1	0	1	43	12
1	0	0	1	42	8
1	1	1	1	35	5
1	0	1	1	34	4
0	1	0	1	23	4
0	0	0	1	51	4
0	1	0	1	37	4
0	0	1	1	39	4
0	0	0	1	50	4
0	1	0	1	34	4
1	0	1	1	45	4
0	0	0	1	47	4
1	1	0	1	35	4
0	0	1	1	29	4
0	0	0	1	36	4
0	0	1	1	27	4
0	1	0	1	42	4
0	1	0	1	46	4
0	1	0	1	53	4
1	1	1	1	34	4
0	1	1	1	32	4
1	1	0	1	30	11
1	0	0	1	31	7
1	0	0	1	23	6
0	1	0	1	62	5
0	0	1	1	32	4
0	1	0	1	38	4
0	1	1	1	46	4
0	1	0	1	69	4
0	0	0	1	34	4
1	0	1	1	26	4
0	0	1	1	25	4
0	1	0	1	54	4
0	1	0	1	61	4
0	1	1	1	53	4
0	1	0	1	31	4
1	0	0	1	27	4
0	1	1	1	50	4
0	1	0	1	34	4
0	1	0	1	44	4
0	1	0	1	55	4
0	1	0	1	50	4
0	1	1	1	31	4
0	1	0	1	58	4
0	0	0	1	26	4
0	1	1	1	43	4
1	0	0	1	44	21
0	1	0	1	30	4
0	1	0	1	34	4
0	1	0	1	70	4
0	1	1	1	32	4
0	1	1	1	35	4
0	1	0	1	47	4
0	0	1	1	29	4
1	1	1	1	35	4
0	1	1	1	33	4
0	0	0	1	27	4
0	1	1	1	51	4
0	1	0	1	42	4
0	1	0	1	39	4
1	1	0	1	26	10
1	1	1	1	38	4
0	1	0	1	27	4
1	1	1	1	37	4
0	0	0	1	48	4
0	1	1	1	38	4
0	1	0	1	56	4
1	0	0	1	24	4
0	1	0	1	34	4
1	1	0	1	39	17
1	0	0	1	38	8
0	0	1	1	59	4
1	0	0	1	31	4
1	1	1	1	35	4
0	0	1	1	30	4
0	1	0	1	38	4
1	0	0	1	24	4
1	0	1	1	31	4
0	1	0	1	29	4
0	1	0	1	39	4
0	0	0	1	37	4
0	1	1	1	68	4
0	1	0	1	58	4
0	0	0	1	64	4
0	1	0	1	28	4
1	0	1	1	35	4
0	1	0	1	28	4
0	1	0	1	65	4
1	1	0	1	22	4
0	1	0	1	48	4
0	1	0	1	43	4
0	1	0	1	58	4
0	0	0	1	32	4
1	0	0	1	27	4
0	1	1	1	54	4
1	0	1	1	37	4
0	1	0	1	58	16
1	0	0	1	29	12
0	1	1	1	34	5
0	1	1	1	68	4
0	1	1	1	50	4
0	0	1	1	29	4
1	0	0	1	39	9
0	1	0	1	33	4
1	1	0	1	20	4
0	0	0	1	48	4
0	1	1	1	29	4
0	1	0	1	35	4
1	0	1	1	46	4
0	1	1	1	44	4
0	0	0	1	47	4
0	1	1	1	48	4
0	1	0	1	70	4
0	1	0	1	47	4
0	1	1	1	53	4
1	1	0	1	58	4
0	1	1	1	52	4
1	0	1	1	37	4
0	1	0	1	39	4
0	1	1	1	53	4
0	1	0	1	30	4
0	1	0	1	33	4
0	1	1	1	53	4
0	1	0	1	24	4
0	0	1	1	27	4
0	1	0	1	45	4
0	1	1	1	51	17
1	1	1	1	35	4
0	0	0	1	53	4
0	1	0	1	39	4
0	1	0	1	62	4
0	0	1	1	48	4
0	1	0	1	34	4
0	1	0	1	47	4
1	1	1	1	36	4
0	1	0	1	38	4
1	0	1	1	50	4
1	1	1	1	30	4
0	1	0	1	30	4
0	1	0	1	30	4
1	0	1	1	31	4
1	0	1	1	34	4
0	0	1	1	53	4
0	1	0	1	41	4
0	1	1	1	38	4
0	1	0	1	35	4
0	1	0	1	50	4
0	1	0	1	57	4
0	0	0	1	49	4
0	1	0	1	24	4
0	1	0	1	40	20
0	1	1	1	18	6
0	0	1	1	63	4
0	0	1	1	29	4
1	1	0	1	35	4
0	0	0	1	30	4
1	1	1	1	34	4
0	1	0	1	47	4
1	0	1	1	30	4
0	1	0	1	48	4
1	1	1	1	34	4
0	0	0	1	56	4
0	1	0	1	26	4
0	1	1	1	63	4
1	0	1	1	41	4
0	0	1	1	49	4
0	1	0	1	60	4
0	1	1	1	43	4
0	1	0	1	41	4
0	0	0	1	62	4
0	1	1	1	62	20
1	1	0	1	27	8
0	1	0	1	39	8
1	0	1	1	36	4
0	1	1	1	38	4
0	0	0	1	37	4
0	1	1	1	66	4
0	1	1	1	60	4
0	0	0	1	46	4
0	1	0	1	74	4
0	0	0	1	43	4
1	1	0	1	23	4
1	1	1	1	34	8
0	1	0	1	50	4
0	1	1	1	63	4
0	1	0	1	65	4
0	1	1	1	24	4
1	0	1	1	67	9
1	1	1	1	22	4
1	0	1	1	52	4
0	1	0	1	39	4
0	1	0	1	55	4
1	1	0	1	22	7
0	1	0	1	35	4
0	0	0	1	59	4
0	1	0	1	70	20
0	0	1	1	62	18
0	1	0	1	31	18
0	1	0	1	33	7
0	1	0	1	28	4
0	1	0	1	38	4
0	1	0	1	69	4
0	0	0	1	50	4
1	0	1	1	52	4
1	0	0	1	26	4
0	1	1	0	31	4
0	1	0	1	22	4
0	0	0	1	43	4
1	0	1	1	32	4
1	0	1	1	45	4
0	1	0	1	40	4
0	1	1	1	53	4
0	1	0	1	42	4
0	1	0	1	27	4
0	1	0	1	43	4
0	0	0	1	41	4
1	0	1	1	47	4
1	1	1	0	36	4
1	1	1	1	30	7
0	1	0	1	44	4
1	0	0	1	71	19
0	1	0	1	67	19
0	0	0	1	41	5
0	1	0	1	23	4
1	1	1	1	22	4
0	1	0	1	44	4
0	0	0	1	30	4
0	1	0	1	29	4
1	0	0	1	30	4
1	1	0	1	29	4
0	0	1	1	67	4
0	1	0	1	29	4
0	0	0	1	40	4
0	1	0	1	38	4
0	1	0	1	47	4
1	0	1	1	50	4
0	0	1	1	38	4
0	1	0	1	22	4
0	0	0	1	56	4
0	1	0	1	18	4
0	1	0	1	27	4
0	1	0	1	41	4
0	0	0	1	40	4
0	1	0	1	80	4
0	1	0	1	46	4
0	1	0	1	27	4
0	1	0	1	29	4
0	0	1	1	68	4
0	1	1	1	58	4
0	1	0	1	24	4
0	1	0	1	51	4
0	1	0	1	29	4
0	1	1	1	31	4
0	0	0	1	43	4
1	1	1	1	30	4
0	1	1	1	54	4
0	1	1	1	49	4
0	0	1	1	33	4
0	1	1	1	56	4
0	1	1	1	56	3
0	1	0	1	65	19
0	0	0	1	34	9
0	1	0	1	28	8
0	1	0	1	78	8
0	1	1	1	37	5
1	1	1	1	36	5
0	1	1	1	47	4
0	1	0	0	24	4
1	0	0	1	26	3
0	0	1	1	38	3
1	1	0	1	24	3
0	1	0	1	40	3
1	1	0	1	34	3
0	1	1	1	30	3
0	1	0	1	22	3
1	1	1	1	31	3
0	0	0	1	26	3
1	0	0	1	35	3
1	0	0	1	26	3
0	1	0	1	47	3
0	1	0	1	71	3
1	1	1	1	34	3
0	1	0	1	31	3
0	1	0	1	50	3
0	1	0	0	27	3
1	1	1	1	19	3
0	0	0	1	49	3
0	1	0	1	39	3
0	1	0	1	43	3
0	0	0	1	27	3
0	0	1	1	48	3
1	1	0	1	27	27
0	1	1	1	40	14
1	0	0	1	36	4
0	0	0	1	33	3
1	1	1	1	34	3
0	0	0	1	40	3
0	1	1	1	23	3
0	1	0	1	22	3
0	1	0	1	33	3
1	0	1	1	29	3
0	0	0	1	44	3
0	0	0	1	53	3
1	0	1	1	30	3
0	1	0	1	42	3
0	1	0	1	46	3
0	1	0	1	74	3
0	1	0	1	24	3
0	1	0	1	54	3
1	1	1	1	27	3
0	1	0	1	35	3
0	1	0	1	70	3
1	0	1	1	29	22
0	0	0	1	35	13
0	0	1	1	47	9
1	1	0	1	60	8
1	0	0	1	34	7
0	1	0	1	60	3
0	1	0	1	70	3
0	1	0	1	45	3
0	1	0	1	36	3
0	1	0	1	41	3
0	1	0	1	67	3
1	1	1	1	30	3
0	1	0	1	74	3
0	0	0	1	60	3
0	1	0	1	61	3
0	1	1	1	60	3
0	1	0	1	57	3
1	0	1	1	26	3
0	1	0	1	26	3
0	1	1	1	26	3
0	0	0	1	28	3
0	1	0	1	34	3
0	1	1	1	33	3
1	0	0	1	29	3
0	1	1	1	52	3
1	1	0	1	33	3
0	1	0	1	21	3
0	1	1	1	26	3
0	1	0	1	26	3
1	0	1	1	54	12
0	0	0	1	34	3
1	1	1	1	33	3
0	1	1	1	53	3
0	1	0	1	53	3
1	0	0	1	25	3
0	1	0	1	43	3
0	1	0	1	48	3
0	1	0	1	52	3
0	0	0	1	41	3
0	1	0	1	51	3
0	1	1	1	58	3
1	1	1	1	27	3
0	0	0	1	43	3
0	1	1	1	46	3
0	1	0	1	37	3
0	0	0	1	53	3
0	1	0	1	46	3
0	1	0	1	44	3
1	0	0	1	51	3
0	1	0	1	76	26
1	1	0	1	56	25
0	1	0	1	49	15
1	1	0	1	26	8
0	1	1	1	58	8
1	1	0	1	29	8
0	0	0	1	42	4
0	0	1	1	32	3
1	1	0	1	18	3
0	0	1	1	23	3
0	1	0	1	51	3
0	0	0	1	38	3
0	0	0	1	42	3
0	1	0	1	62	3
0	1	0	1	51	3
0	1	0	1	34	3
0	1	1	1	51	3
0	1	0	1	16	3
1	1	1	1	34	3
0	1	0	1	56	3
0	0	0	1	29	3
0	1	1	1	48	3
1	0	0	1	24	3
0	1	0	1	34	3
1	0	1	1	29	3
1	0	1	1	24	3
0	1	1	1	73	3
1	0	1	1	36	3
0	0	0	1	30	14
1	1	0	1	27	8
0	1	0	1	26	7
1	0	0	1	37	6
0	1	0	1	45	5
1	0	1	1	19	3
0	1	0	1	29	3
0	1	0	1	26	3
0	1	0	1	33	3
0	1	0	1	25	3
0	1	0	1	20	3
0	0	0	1	28	3
1	0	1	1	24	3
0	0	0	1	49	3
0	1	0	1	35	3
0	1	1	1	46	3
0	1	0	1	26	3
0	1	0	1	60	3
1	0	1	1	33	3
0	1	0	1	36	3
0	0	0	1	28	3
0	0	1	1	45	3
1	0	1	1	26	3
